,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_rental,rasio_casual_registered
547,548,2012-07-01,fall,2012,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,0.34574209245742094
548,549,2012-07-02,fall,2012,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227,0.16982904377230884
549,550,2012-07-03,fall,2012,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,0.1875891583452211
550,551,2012-07-04,fall,2012,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,0.5292294980375956
551,552,2012-07-05,fall,2012,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,0.29052936311000827
552,553,2012-07-06,fall,2012,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,0.2821731047304276
553,554,2012-07-07,fall,2012,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,0.4268867924528302
554,555,2012-07-08,fall,2012,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,0.34678581723839724
555,556,2012-07-09,fall,2012,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998,5571,6569,0.17914198528091904
556,557,2012-07-10,fall,2012,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954,5336,6290,0.1787856071964018
557,558,2012-07-11,fall,2012,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975,6289,7264,0.15503259659723326
558,559,2012-07-12,fall,2012,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,0.16089803554724041
559,560,2012-07-13,fall,2012,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,0.25233800935203743
560,561,2012-07-14,fall,2012,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,0.5104031209362809
561,562,2012-07-15,fall,2012,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,0.4670396497202627
562,563,2012-07-16,fall,2012,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830,0.18948101706722395
563,564,2012-07-17,fall,2012,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786,0.15703324808184144
564,565,2012-07-18,fall,2012,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713,0.16259666259666258
565,566,2012-07-19,fall,2012,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888,5703,6591,0.1557075223566544
566,567,2012-07-20,fall,2012,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747,5123,5870,0.14581300019519813
567,568,2012-07-21,fall,2012,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,0.39561815336463224
568,569,2012-07-22,fall,2012,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,0.5228113440197287
569,570,2012-07-23,fall,2012,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,0.19464928828674327
570,571,2012-07-24,fall,2012,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140,6452,7592,0.17668939863608182
571,572,2012-07-25,fall,2012,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383,6790,8173,0.2036818851251841
572,573,2012-07-26,fall,2012,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,0.1778540772532189
573,574,2012-07-27,fall,2012,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,0.22302922940655448
574,575,2012-07-28,fall,2012,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,0.5019096832172546
575,576,2012-07-29,fall,2012,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,0.48447344734473446
576,577,2012-07-30,fall,2012,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,0.17147568013190437
577,578,2012-07-31,fall,2012,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968,6248,7216,0.15492957746478872
578,579,2012-08-01,fall,2012,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,0.1650783891792192
579,580,2012-08-02,fall,2012,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983,6278,7261,0.15657852819369225
580,581,2012-08-03,fall,2012,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,0.2271250213784847
581,582,2012-08-04,fall,2012,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,0.5235543648135744
582,583,2012-08-05,fall,2012,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,0.4543518764972052
583,584,2012-08-06,fall,2012,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,0.21332179930795847
584,585,2012-08-07,fall,2012,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,0.21317764804003336
585,586,2012-08-08,fall,2012,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534,0.2014032849625259
586,587,2012-08-09,fall,2012,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,0.19638752052545155
587,588,2012-08-10,fall,2012,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,0.2255877991950858
588,589,2012-08-11,fall,2012,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,0.5545409674234946
589,590,2012-08-12,fall,2012,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,0.5002292526364053
590,591,2012-08-13,fall,2012,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,0.21264975334742778
591,592,2012-08-14,fall,2012,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,0.19943422913719944
592,593,2012-08-15,fall,2012,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,0.19482842738656692
593,594,2012-08-16,fall,2012,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,0.2134992819530876
594,595,2012-08-17,fall,2012,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,0.2617828773168579
595,596,2012-08-18,fall,2012,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,0.5611353711790393
596,597,2012-08-19,fall,2012,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,0.36156839269679736
597,598,2012-08-20,fall,2012,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,0.18640988372093023
598,599,2012-08-21,fall,2012,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,0.18244725738396625
599,600,2012-08-22,fall,2012,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,0.17417608661041237
600,601,2012-08-23,fall,2012,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,0.21290221805685725
601,602,2012-08-24,fall,2012,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,0.21176282563528848
602,603,2012-08-25,fall,2012,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,0.4330018939393939
603,604,2012-08-26,fall,2012,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,0.39316012725344646
604,605,2012-08-27,fall,2012,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917,0.16683535762483132
605,606,2012-08-28,fall,2012,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105,7040,0.15315315315315314
606,607,2012-08-29,fall,2012,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697,0.18052147239263805
607,608,2012-08-30,fall,2012,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,0.17917749579574987
608,609,2012-08-31,fall,2012,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,0.2421835389555518
609,610,2012-09-01,fall,2012,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,0.6209081309398099
610,611,2012-09-02,fall,2012,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,2613,3197,5810,0.8173287456990929
611,612,2012-09-03,fall,2012,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,0.48291963627426887
612,613,2012-09-04,fall,2012,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997,6864,0.14457228614307155
613,614,2012-09-05,fall,2012,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112,0.13248407643312102
614,615,2012-09-06,fall,2012,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203,0.10926323319027181
615,616,2012-09-07,fall,2012,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,0.16178975073540797
616,617,2012-09-08,fall,2012,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,0.35234215885947046
617,618,2012-09-09,fall,2012,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227,0.4543044016263037
618,619,2012-09-10,fall,2012,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,0.174496644295302
619,620,2012-09-11,fall,2012,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,0.1597730327012095
620,621,2012-09-12,fall,2012,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,0.15395894428152493
621,622,2012-09-13,fall,2012,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,0.15614814814814815
622,623,2012-09-14,fall,2012,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,0.20799396681749624
623,624,2012-09-15,fall,2012,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,0.5689593086064098
624,625,2012-09-16,fall,2012,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,2166,5167,7333,0.41919876137023415
625,626,2012-09-17,fall,2012,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,0.17479049085000856
626,627,2012-09-18,fall,2012,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371,3702,4073,0.10021609940572664
627,628,2012-09-19,fall,2012,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788,6803,7591,0.11583125091871234
628,629,2012-09-20,fall,2012,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,939,6781,7720,0.13847515115764636
629,630,2012-09-21,fall,2012,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,0.1807141824490386
630,631,2012-09-22,fall,2012,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,2512,5883,8395,0.42699303076661566
631,632,2012-09-23,winter,2012,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,0.4500275077938749
632,633,2012-09-24,winter,2012,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,0.15555555555555556
633,634,2012-09-25,winter,2012,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845,6693,7538,0.12625130733602272
634,635,2012-09-26,winter,2012,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,787,6946,7733,0.11330262021307227
635,636,2012-09-27,winter,2012,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,0.11306835290575128
636,637,2012-09-28,winter,2012,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,0.1640502354788069
637,638,2012-09-29,winter,2012,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,0.43395910157559503
638,639,2012-09-30,winter,2012,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,0.41341813705375463
639,640,2012-10-01,winter,2012,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,0.12684954280964256
640,641,2012-10-02,winter,2012,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,315,4324,4639,0.07284921369102683
641,642,2012-10-03,winter,2012,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,0.10637054354178843
642,643,2012-10-04,winter,2012,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328,0.13841851794314122
643,644,2012-10-05,winter,2012,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156,0.2283132530120482
644,645,2012-10-06,winter,2012,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,0.6143088771787596
645,646,2012-10-07,winter,2012,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781,2729,3510,0.28618541590326124
646,647,2012-10-08,winter,2012,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478,0.1898349261511729
647,648,2012-10-09,winter,2012,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392,0.10378173027111035
648,649,2012-10-10,winter,2012,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691,0.11286355086094632
649,650,2012-10-11,winter,2012,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570,0.12381235154394299
650,651,2012-10-12,winter,2012,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,0.17036322725811637
651,652,2012-10-13,winter,2012,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,0.46366069590282066
652,653,2012-10-14,winter,2012,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,0.45624040359728013
653,654,2012-10-15,winter,2012,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,760,5115,5875,0.14858260019550343
654,655,2012-10-16,winter,2012,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922,6612,7534,0.1394434361766485
655,656,2012-10-17,winter,2012,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979,6482,7461,0.15103363159518668
656,657,2012-10-18,winter,2012,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,0.15505306875865252
657,658,2012-10-19,winter,2012,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753,4671,5424,0.16120745022479127
658,659,2012-10-20,winter,2012,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,0.5310370931112793
659,660,2012-10-21,winter,2012,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132,4692,6824,0.45439045183290705
660,661,2012-10-22,winter,2012,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,0.13326910725754657
661,662,2012-10-23,winter,2012,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,0.1269433962264151
662,663,2012-10-24,winter,2012,10,0,3,1,1,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,0.11525079733256016
663,664,2012-10-25,winter,2012,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875,6484,7359,0.13494756323257248
664,665,2012-10-26,winter,2012,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,0.18875758543596294
665,666,2012-10-27,winter,2012,10,0,6,0,2,0.53,0.515133,0.72,0.235692,2643,5209,7852,0.507391053945095
666,667,2012-10-28,winter,2012,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459,0.28835596648367523
667,668,2012-10-29,winter,2012,10,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,22,0.1
668,669,2012-10-30,winter,2012,10,0,2,1,2,0.318182,0.309909,0.825455,0.213009,87,1009,1096,0.08622398414271557
669,670,2012-10-31,winter,2012,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419,5147,5566,0.0814066446473674
670,671,2012-11-01,winter,2012,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986,0.08442028985507247
671,672,2012-11-02,winter,2012,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,618,5229,5847,0.11818703384968446
672,673,2012-11-03,winter,2012,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,0.2504258943781942
673,674,2012-11-04,winter,2012,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,0.3074756784434204
674,675,2012-11-05,winter,2012,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,378,4881,5259,0.07744314689612784
675,676,2012-11-06,winter,2012,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,466,5220,5686,0.089272030651341
676,677,2012-11-07,winter,2012,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035,0.06922913569760034
677,678,2012-11-08,winter,2012,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,340,4975,5315,0.06834170854271357
678,679,2012-11-09,winter,2012,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558,709,5283,5992,0.1342040507287526
679,680,2012-11-10,winter,2012,11,0,6,0,1,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,0.4700854700854701
680,681,2012-11-11,winter,2012,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,0.5019728189390618
681,682,2012-11-12,winter,2012,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097,5172,6269,0.21210363495746326
682,683,2012-11-13,winter,2012,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094,0.08680647730289355
683,684,2012-11-14,winter,2012,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495,0.07282311597032409
684,685,2012-11-15,winter,2012,11,0,4,1,2,0.321667,0.324492,0.620417,0.152987,320,5125,5445,0.0624390243902439
685,686,2012-11-16,winter,2012,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,484,5214,5698,0.09282700421940929
686,687,2012-11-17,winter,2012,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629,0.3042168674698795
687,688,2012-11-18,winter,2012,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,922,3747,4669,0.2460635174806512
688,689,2012-11-19,winter,2012,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449,5050,5499,0.0889108910891089
689,690,2012-11-20,winter,2012,11,0,2,1,2,0.374167,0.380667,0.685,0.082725,534,5100,5634,0.10470588235294118
690,691,2012-11-21,winter,2012,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146,0.13573162657250054
691,692,2012-11-22,winter,2012,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708,955,1470,2425,0.6496598639455783
692,693,2012-11-23,winter,2012,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,0.6948417858690941
693,694,2012-11-24,winter,2012,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871,532,1745,2277,0.3048710601719198
694,695,2012-11-25,winter,2012,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,309,2115,2424,0.14609929078014183
695,696,2012-11-26,winter,2012,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,337,4750,5087,0.07094736842105263
696,697,2012-11-27,winter,2012,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959,0.032064650677789366
697,698,2012-11-28,winter,2012,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821,198,5062,5260,0.03911497431845121
698,699,2012-11-29,winter,2012,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522,243,5080,5323,0.04783464566929134
699,700,2012-11-30,winter,2012,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,0.0682246513381078
700,701,2012-12-01,winter,2012,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,0.22429245283018867
701,702,2012-12-02,winter,2012,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,892,3757,4649,0.23742347617780143
702,703,2012-12-03,winter,2012,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,0.09772847332276809
703,704,2012-12-04,winter,2012,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,551,6055,6606,0.09099917423616846
704,705,2012-12-05,winter,2012,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331,5398,5729,0.06131900703964431
705,706,2012-12-06,winter,2012,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375,0.06752730883813307
706,707,2012-12-07,winter,2012,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,349,4659,5008,0.07490877870787722
707,708,2012-12-08,winter,2012,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,0.26032964551817567
708,709,2012-12-09,winter,2012,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228,0.15823466092572658
709,710,2012-12-10,winter,2012,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,329,4841,5170,0.06796116504854369
710,711,2012-12-11,winter,2012,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282,5219,5501,0.05403333972025292
711,712,2012-12-12,winter,2012,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319,0.06188860051906568
712,713,2012-12-13,winter,2012,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532,0.0832191110240846
713,714,2012-12-14,winter,2012,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429,5182,5611,0.08278656889231957
714,715,2012-12-15,winter,2012,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047,0.17920560747663553
715,716,2012-12-16,winter,2012,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786,0.16564039408866996
716,717,2012-12-17,winter,2012,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,0.04847930482506289
717,718,2012-12-18,winter,2012,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557,0.08450429352068696
718,719,2012-12-19,winter,2012,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333,4934,5267,0.06749087961086339
719,720,2012-12-20,winter,2012,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128,0.08232826428945988
720,721,2012-12-21,springer,2012,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623,0.06496178718400941
721,722,2012-12-22,springer,2012,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,205,1544,1749,0.1327720207253886
722,723,2012-12-23,springer,2012,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787,0.2958665699782451
723,724,2012-12-24,springer,2012,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,920,0.23324396782841822
724,725,2012-12-25,springer,2012,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,573,1013,0.7678883071553229
725,726,2012-12-26,springer,2012,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441,0.020833333333333332
726,727,2012-12-27,springer,2012,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114,0.13229780396357793
727,728,2012-12-28,springer,2012,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,0.262749898000816
728,729,2012-12-29,springer,2012,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341,0.13451776649746192
729,730,2012-12-30,springer,2012,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796,0.2541899441340782
730,731,2012-12-31,springer,2012,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729,0.19170305676855895
